OPUIC,Stop name,Station abbreviation
8573868,"Schänis, Mühlegasse",
8580480,"Bazenheid, Hochhaus",BAZH
8582636,"Einsiedeln, Horgenberg",
8582625,"Einsiedeln, Kornhausstrasse",
8508780,"Romoos, Post",
8574118,"Walzenhausen, Sonnenberg",
8589285,"Allschwil, Grabenring",
8593496,"Allschwil, Zum Sporn",
8571995,"Rebeuvelier, poste",
8574122,"Berneck, Maienhalde",
8506752,"Berneck, Neugass",
8506458,"Berneck, Rathaus",BERA
8578660,"Küttigen, Aabach",
8519144,St-Louis-la-Chaussée,
8573829,"Lachen SZ, Kirche",
8503441,Schaffhausen Nord (Abzw),
8508691,"Finsterwald LU, alte Post",
8594381,"Walde SG, Rütihalde",
8572576,"Kirchdorf AG, Dorf",
8530208,Zermatt Schwarzsee,
8530210,Klein Matterhorn,
8530211,Trockener Steg,
8517305,Lausanne-Triage LC3,LTOX
8517243,Croy-Romainmôtier sous-station,CRSS
8574975,"Samedan, Central",
8586810,86 PU Buchli Versam,
8585395,56 Garage Zurbriggen,
8584599,86 PU Bundi Mustér SB Disentis,
8570154,"Mont-la-Ville, poste",
8593812,"Crissier, Crésentine",
8579153,"Corseaux, Châno",
8507973,"Vuiteboeuf, collège",
8584678,"Vaulion, collège",
8583829,"Cudrefin, Le Moulin",
8583415,"Bänk (Dägerlen), Hanfland",
8582751,"Riedt b. Neerach, Storchen",
8588758,"Aesch BL, Arlesheimerstrasse",
8500087,Waldenburg,WAG
8573955,"Andwil SG, Otmarsegg",
8591325,"Zürich, Roswiesen",
8591283,"Zürich, Museum Rietberg",
8531337,Cumascheals,
8575944,"Kemptthal, Bahnhof",
8575943,"Grafstal, Oberdorf",
8576168,Birchwil (Nürensdorf),
8576159,"Bassersdorf, Schmitte",
8500356,Urdenfürggli (Bergstation),
8530657,Rheinsfelden,
8574071,"Teufen AR,Steinegg Feuerwehrh.",TESF
8578723,"Teufenthal AG, Oberdorf",
8592789,"Genève, Blanche",
8580847,"Bremgarten AG, Bibenlos",
8572568,"Bremgarten AG, Badenerstrasse",
8575097,"Siat, Bual",
8575031,"Pitasch, Mulin da Pitasch",
8504687,"Antagnes, Glutières",
8504407,"Aigle, Grand-Pré",
8501709,"La Barboleuse, Combe à Jordan",
8579491,"Crans-s.-S., Etang Long",
8594694,"Crans-s.-S., Crans Forest",
8588691,Gandegg,
8530685,St. Moritz Bad (Signalbahn),
8588804,"Samedan, Chesa Planta",
8509506,Essence BP Coppet,
8570099,"St-Saphorin-sur-Morges, Pavé",
8592241,"Denges, Sur les Moulins",
8501278,"Denens, Cigognes",
8504676,"Dixence, Le Chargeur",
8570092,"Bremblens, bas du village",
8585506,56 Garage Almagell,
8586808,86 Garage Regie Pitasch,
8506849,86 Garage Regie Isla Schluein,
8586877,73 PU Erne Mandach,
8584653,59 Garage GS Bussigny,
8501093,Yens,YENS
8502637,"Noville, La Mounie",
8574608,"Arezen, alte Post",
8583895,"Avenches, EMS Marc-Aurèle",
8570017,"St-George, Maison Neuve",
8582697,"Bursins, Bourdouzan",
8581681,"Kreuzlingen, Gaissbergstrasse",
8583810,"Münchwilen AG, Dorfplatz",
8581108,"Sulz AG, Roos",
8502506,"Treytorrens, Les Molliettes",
8581691,"Schalchen, altes Schulhaus",
8576240,"Zürich, Meierhofplatz",
8500672,"Blauen, Post",
8581323,"Sursee, Altstadt",
8592607,"Davos Glaris, Löcher",
8581178,"Davos Frauenkirch, Landhaus",
8530955,Gotschnagrat (Gruobenalp),
8595020,"Genève, Les Ouches",
8592845,"Genève, Joli-Mont",
8580805,"Lostallo, Posta",
8574022,"Stein SG, Mühlewies",STMW
8580654,"Torgon, Sur Mayen",
8570719,"Aven, Motélon",
8570718,"Aven, Courtenaz",
8501595,Bluche-Randogne,BLRA01
8570134,"La Chaux (Cossonay), village",
8570119,"Bière, gare",
8585864,54 Extern Taxi-ABC_Dany,
8589543,"Lenzburg, Ziegeleiweg",
8578754,"Lenzburg, Fünfweiher",
8590224,"Dintikon, Ammerswilerstrasse",
8581050,"Aigle, La Mêlée",AILM
8506955,"Frauenfeld, Osterhalden",
8501853,"Longirod, village",
8575095,"Siat, Schischiu",
8507942,"Chur, Prasserieweg",
8590230,"Ennetbaden, Geissbergstrasse",
8503525,Otelfingen Golfpark,OFR
8580459,"Winterthur, Hinterdorf Seen",
8580458,"Winterthur, Gewerbeschule",
8591015,"Winterthur, Wülflingen",
8591341,"Zürich, Schmiede Wiedikon",
8580912,"Zürich, Schaufelbergerstrasse",
8591329,"Zürich, Saalsporthalle",
8581776,"Abtwil SG, Zentrumpark",ABZP
8581774,"Abtwil SG, Säntispark",ABSP
8588961,"Abtwil SG, Ausserdorf",ABAU
8592904,"Genève, Seujet",
8508399,Engelberg,EBG
8590763,"Rümlang, Industrie",
8596008,"Zürich, Hermetschloo",
8530586,Piz Scalottas,
8589584,"St. Gallen, Harzbüchelstrasse",
8506567,"Wagerswil, Dorf",
8574244,"Roggwil TG, Ochsen",
8582848,"Klosters, Doggiboden",
8570346,"Peney-le-Jorat, Moulin Peney",
8572522,"Windisch, Dammstrasse",
8500574,"Veltheim AG, Wildenstein",
8501877,Bourg-St-Bernard,
8579562,"Niedergesteln, Gesch",NGGE
8504561,Cudrefin,
8579864,"Pfaffnau, Steinacher",PFAS
8519688,Doppelspurtunnel Bözberg,BZBT
8595695,"Altbüron, Linden",
8594624,"Sierre, Muraz Ecole",
8593888,"Nyon, Les Jouvencelles",
8586862,86 PU Fontana Tavanasa,
8531318,Chandolin (Rotsé aval),
8573313,"Frauenfeld, Neuhofstrasse",
8596097,"Mies, gare",
8587577,"Coppet, gare",
8581996,"Kreuzlingen, Weiherstrasse",
8574949,"St. Moritz Bad, Via San Gian",
8501153,Le Lieu,LIEU
8531476,La Fouly VS (télésiège),
8530846,Alp Dado (Bergstation),
8531350,La Toula,
8570877,"Salins, Misériez",
8581930,"Gland, Mauverney",
8583431,"Gland, Les Tuillières",
8574933,"Schlans, vitg",
8575062,"Dardin, Patnasa",
8581418,"Oberschlatt TG, Fallentor",
8581283,"Saas-Balen, Edelweiss",
8595594,"Chur, Turnerwiese",
8594433,"Chur, Planaterrastrasse",
8594432,"Chur, Obere Au P+R",
8594431,"Chur, Obere Au",
8591106,"Zürich, Butzenstrasse",
8530536,Totalpsee,
8531332,Alp Lavoz,
8503020,Zürich Hardbrücke,ZHDB
8503128,Dübendorf,DUE
8503078,Waldburg,WALG
8503077,Spital Zollikerberg,SPIT
8595207,"Melchsee-Frutt, Kapelle",
8503305,Effretikon,EF
8503012,Zürich Herdern Abstellgruppe,ZHER
8504802,"Hochfelden, Grabenstrasse",
8588312,"Effretikon, Kapelle Rikon",
8590905,"Wangen b D'dorf, Weidli",
8588318,"Brüttisellen, Ob. Wangenstr.",
8573272,"Steinmaur, Heitlig",
8573251,"Stadel b. N., Neuwis-Huus",
8501797,"Gondo, Kirche",
8593715,"La Chaux-de-Fonds, Cerisier",
8518602,Sursee Nord,SSNO
8509884,"Splügen, Dorf",SPL
8574659,"Lenzerheide/Lai, Gravas",
8588114,"Muotathal, Militärspital",
8593410,"Inwil bei Baar, Zuwebe",
8502787,"Baar, Rathaus",
8593406,"Baar, Oberneuhof",
8591149,"Zürich, Friesenberg",
8591140,"Zürich, Friedackerstrasse",
8591024,"Zollikerberg, Hasenbart",
8576225,"Zumikon, Waltikon",
8588541,"Flums, Lochriet",
8508323,Sarnen Nord,SRND
8588957,"Oberriet SG, Hirschensprung",
8503091,Zürich Giesshübel,ZGH
8503052,Zürich Friesenberg,FRIB
8572671,"Felsberg, Kirchenstutz",
8572746,"Felsberg, Calanda",
8572663,"Felsberg, Bahnhof",
8580446,"Oberweningen, Dorf",
8593660,"La Chaux-de-F, Point-du-jour",
8518556,Rüthi SG Unterwerk,RTHU
8503989,"Winkel, Oberrüti",
8574024,Starkenbach,STNB
8582140,"Hintergoldingen, Austrasse",
8503391,"Goldingen, Vordersagen",
8573591,"Goldingen, Unterdorf",
8570659,"Vérossaz, Les Bassex",
8579390,"Chamoson, église",
8576587,"Chamoson, poste",
8576586,"Chamoson, Plantys",
8591289,"Zürich, Neunbrunnen",
8591286,"Zürich, Neubühl",
8591285,"Zürich, Neuaffoltern",
8590614,"Geroldswil, Dorfstrasse",
8590654,"Horgen, Meilibach",
8589111,"Horgen, Gumelenstrasse",
8590650,"Horgen, Altersheim/Tödistrasse",
8573560,"Hirzel, Neuhaus",
8575992,"Bauma, Giesserei",
8588056,"Uster, Talweg",
8507525,"Gontenschwil, Oberdorf",
8591416,"Zürich, Waidbadstrasse",
8591413,"Zürich, Vulkanstrasse",
8591411,"Zürich, Vogelsangstrasse",
8591410,"Zürich, Verenastrasse",
8591045,"Zürich, Appenzellerstrasse",
8591044,"Zürich, Am Suteracher",
8502897,"Stetten AG, Künterstrasse",
8589420,"Liestal, Fraumatt",
8506227,"Lausen, Brühlstrasse",
8573566,"Schönenberg ZH, Aesch",
8590497,"Au ZH, Naglikonerweg",
8517186,St. Gallen Galgentobel,SGGT
8519644,Mülberg Ost,MBGO
8503675,Rüschlikon (See),
8530686,Le Châtelard VS Funiculaire,
8530372,Jochpass,
8508493,Titlis,
8503096,Adliswil,ADW
8509091,Ischalp,
8578569,"Walenstadt, Schnabelweid",
8595383,"Walenstadt, Hafen",
8530485,Alp Sellamatt,
8573222,"Embrach, Embraport",
8579941,"Eglisau, Tössriederen",
8580631,"Bülach, Witenwisen",
8587858,"Volketswil, Giessen",
8576292,"Wil ZH, Lirenhof",
8577512,"Wollerau, Schwalbenboden",
8577517,"Wollerau, Felsenrain",
8572722,"Strengelbach, Gemeindehaus",STRG
8573187,"Baar, Bachtalerhöhe",
8574770,"Flumserberg Saxli, Mutten",
8574463,Zweibrücken (Rehetobel),
8506767,"Rehetobel, Dorf",
8502562,"Muri AG, Kreisspital",
8587978,"Erlenbach ZH, Sandfelsenstr.",
8587977,"Erlenbach ZH, Rebstrasse",
8591210,"Zürich, Im Hüsli",
8590487,"Aesch bei Maur, Im Brünneli",
8590498,"Au ZH, Schützenhaus",
8590496,"Au ZH, Moosacher",
8590495,"Au ZH, Gwad",
8591041,"Zürich, Althoos",
8591066,"Zürich Wipkingen, Bahnhof",
8591061,"Zürich Leimbach, Bahnhof",
8509629,"Triesen, Post",
8574426,"Triesen, Feldstrasse",
8579555,"Gampel, Zentrum",GAPA
8579554,"Gampel, Talstation LGJ",GATS
8515484,Winterthur Nord,WNO
8515480,Tanklager Oberhasli (Gleisend),TAOW
8503082,Adliswil (Luftseilbahnstation),
8508368,Ristis (Brunni-Bahnen),
8503010,Zürich Enge,ZEN
8503509,Schlieren,SCHL
8503107,Stäfa,STAE
8517502,Sargans Kabelhaus,SAKH
8580614,"Bülach, Stadthalle",
8580625,"Bülach, Schuemacher",
8573259,"Bülach, Niederflachs",
8582927,"Scuol, Porta",
8582729,"Villmergen, Bullenberg",
8575084,"Pany, Schulhaus",
8507940,"Pany, Geissgrind",
8502295,"Oberägeri, Lohmatt",
8590752,"Pfaffhausen, Pfaffenstein",
8590751,"Pfaffhausen, Feldhof",
8593391,"Hochdorf, Bankstrasse",
8587100,"Baldegg, Bahnhof",
8590823,"Thalwil, Platte",
8588322,"Leukerbad, Lochwald",
8579537,"Leuk, St. Barbara",
8501655,"Inden, Russengraben",
8576063,"Stäfa, Landi",
8576062,"Stäfa, Dorf",
8575962,"Oetwil am See, Zelgli",
8589393,"Binningen, Spiegelfeld",
8588143,"Wolhusen, Berghofstrasse",
8590829,"Thalwil, Trotte",
8503294,Riedmatt SZ,RDM
8503307,Bassersdorf,BSD
8530646,Uster (See),
8590851,"Volketswil, Chappeli",
8503350,"Kindhausen ZH, Geeren",
8590639,"Greifensee, Tumigerstrasse",
8590589,"Dübendorf, Stadthaus",
8509976,"Lunden, Dorf",
8570982,"Martigny-Combe, Mayens-Basses",
8570965,Les Rappes VS,
8591269,"Zürich, Manesseplatz",
8591267,"Zürich, Maillartstrasse",
8595515,"Sattel, Bahnhofstrasse",
8591133,"Zürich, Flühgasse",
8587768,"Schwyz, Achermann",
8581545,"Uster, Jugendhaus",
8503263,Sulzbach,
8595540,"Widnau, Schlatt",
8509088,Davos Platz Schatzalpbahn,
8501565,Finhaut,FIN
8503102,Erlenbach ZH,ERLB
8595711,"Rümlang, Chilestieg",
8590908,"Watt, Brünigstrasse",
8516878,Möhlin Tannenhof,MOET
8595143,"Otelfingen, Landstrasse",
8572704,"Vordemwald, Weierdentsch",VOWD
8583093,"Brusio, La Presa Sot",
8574077,"Heiden, Bahnhof",
8583685,"Muri AG, Dorf",
8502563,"Muri AG, Bachmatten-Schulhaus",
8508020,"Ascharina, Tola",
8591240,"Zürich, Lägernstrasse",
8591260,"Zürich, Loogarten",
8591253,"Zürich, Letzipark",
8590520,"Dietikon, Moosmatt",
8590874,"Wädenswil, Töbelibach",
8590869,"Wädenswil, Sonnenrainstrasse",
8573584,"Wädenswil, Schluchtal",
8581572,"Wädenswil, Rötiboden",
8591114,"Zürich, Dreiwiesen",
8591113,"Zürich, Dreispitz",
8576221,"Küsnacht ZH, Ränkestrasse",
8576217,"Küsnacht ZH, Ob. Heslibachstr.",
8590702,"Küsnacht ZH, Hallenbad",
8590701,"Küsnacht ZH, Gartenstrasse",
8501341,"Albinenleitern, Flaschen",
8588297,"Albinen, Dorben",
8591400,"Zürich, Trichtisal",
8518337,Leuk (Km-Sprung),LKK
8503207,Richterswil,RI
8503124,Aathal,AAT
8530696,Mönchaltorf (See),
8590582,"Dübendorf, Ringstrasse",
8516673,Zürich Seebach Frequenz UW,ZSEU
8582722,"Hedingen, Güpf",
8576285,"Dielsdorf, Bezirksgebäude",
8502362,"Oftringen, Oberfeld",OFOF
8588285,"Susten, Kreuzmatten",LKKM
8501523,"Susten, Durannen",
8581452,"Serneus, Gruoba",
8577455,"Ried (Muotathal), Selgis",
8588205,"Erlenbach ZH, Allmend",
8502293,"Edlibach, Bad Schönbrunn",
8579535,"Leuk, Abzw. Erschmatt",
8581538,"Uster, Seeweg",
8503785,"Uster, Schlyffi",
8587010,"Uster, Pfannenstielstrasse",
8581542,"Uster, Burgstrasse",
8591377,"Zürich, Spyristeig",
8591376,"Zürich, Spyriplatz",
8591056,"Zürich Altstetten, Bahnhof",
8590914,"Weiningen ZH, Schulhaus",
8590910,"Weiningen ZH, Aegelsee",
8506636,"Adliswil, Sunnau",
8590477,"Adliswil, Moos",
8590474,"Adliswil, Krone",
8581674,"Horgenberg, Widenbach",
8503896,"Horgenberg, Moorschwand",
8588511,"Sursee, Spital Fussweg",
8577289,"Hellbühl, Mittler Büel",
8590466,"Adliswil, Bodenacker",
8574329,"Grabserberg, Höhi",
8595371,"Grabs, Geriäls",
8574319,"Grabs, Forst",
8506268,Schwägalp (Säntis-Schwebebahn),SCHP
8503042,RBL Kopf Zürich,RBLZ
8572846,"Wolhusen, Neuemsern-Rossei",
8503666,Uerikon (See),
8509963,"Mels, Waldheim",
8574822,"Mels, Post",
8509673,"Mels, Lütsch",
8581772,"Mels, Hallenbad",
8516639,St. Gallen Rosenbergtunnel Mit,SGRO
8516022,Bifang AG (Spw),BFG
8580530,"Zell ZH, Mühliwies",
8573644,"Turbenthal, Kellersacker",
8580890,"Vétroz, le Home",
8570700,"Vétroz, Champs-y-Zou",
8501772,"Haute-Nendaz, église",
8501858,"Haute-Nendaz, station/poste",
8570868,"Haute-Nendaz, bif. Pattier",
8509994,"Zernez, staziun",
8587533,"Muotathal, hintere Brücke",
8577464,"Muotathal, Säge",
8578578,"Lichtensteig, Untertor",LGUR
8578591,"Ebnat-Kappel, Bahnhof",EKBF
8578592,"Ebnat, Mühlau",ETMA
8596099,"Ebnat, Acker",EBAC
8573559,"Horgenberg, Vorderklausen",
8590665,"Horgenberg, Nordecke",
8591192,"Zürich, Hinterbergstrasse",
8591189,"Zürich, Heubeeriweg",
8590608,"Fällanden, Jugendherberge",
8590504,"Benglen, Gerlisbrunnen",
8576117,"Richterswil, Obermatt",
8594505,"Leukerbad, Diana",
8594509,"Leukerbad, Bristol",
8502287,"Oberägeri, Station",
8590661,"Horgen, Teufenbach",
8590655,"Horgen, Panorama/CS",
8503181,"Gossau ZH, Ernst-Brugger-Platz",
8576072,"Tann, Blatt",
8506354,Schwendi bei Heiden,SWD
8509073,Davos Platz,DAV
8509075,Davos Frauenkirch,DAF
8500060,"Binningen, Schloss",BINI
8581608,"Mels, Fabrik",
8579883,"Mels, Bahnhofstrasse",
8503314,Niederhasli,NIE
8575933,"Neschwil, Post",
8588502,Kleinikon,
8500343,Dossenboden (Spw),DOSS
8595077,"Dietlikon, Lettenstrasse",
8519411,UQB-Altstettertunnel,UQBT
8573503,"Wermatswil, Ledi",
8509458,"Vasön, Tschenner",
8574556,"Valens, Duonig",
8587685,"Stäfa, Lattenberg",
8591243,"Zürich, Langgrütstrasse",
8591831,"Gockhausen, Dorf",
8593393,"Hochdorf, Nunwilerstrasse",
8581103,"Wald ZH, Pflegezentrum",
8591109,"Zürich, Chinagarten",
8591102,"Zürich, Buchholz",
8575960,"Mönchaltorf, Traube",
8576058,"Uerikon, Töbeli",
8587949,"Stäfa, Wässerwies",
8577287,"Hellbühl, Moosschür",
8576016,"Gossau ZH, Tannenberg",
8504313,Le Creux,LCR
8504238,Convers,CV
8516272,Genève-Champel,CHHO
8573713,"Wettswil a.A., Grund",
8576743,"Wettswil a.A., Beerimoos",
8516840,Hinwil Nordwest,HINW
8587859,"Uster, Loren",
8519274,Oerlikontunnel,OERT
8570865,"Haute-Nendaz, La Crettaz",
8590516,"Dietikon, Hätschen",
8595511,"Dietikon, Heimstrasse",
8590512,"Dietikon, Birmensdorferstrasse",
8594402,"Wald ZH, Niederholz",
8580234,"Wald ZH, Hittenberg",
8573586,"Wald ZH, Bahnhof",
8591098,"Zürich, Brunau/Mutschellenstr.",
8576218,"Küsnacht ZH, Bergstrasse",
8576223,"Küsnacht ZH, Bahnhof",
8576214,"Itschnach, Dorf",
8591370,"Zürich, Sihlweidstrasse",
8590845,"Urdorf, Rainweg",
8578627,"Bichelsee, Volg",
8590448,"Wolfhausen, Oberwolfhausen",
8591464,"Buchs SG, Stüdtli",
8530665,Walenstadt (See),
8505073,Romiti Felsentor,ROFE
8503026,Zürich Vorbahnhof West,ZVBW
8505074,Rigi Kaltbad-First,RIGI
8505072,Freibergen,FREB
8576236,"Otelfingen, Post",
8596003,"Dielsdorf, Gesundheitszentrum",
8502393,"Strengelbach, Burgherr",SBBH
8509504,"S. Carlo, Privilasco",
8515314,La Chaux-de-Fonds Nord,CFN
8505958,"Cama, Villaggio",
8583858,"Landquart, Sonnmatt",
8581604,"Maienfeld, Im Loretscher",
8591340,"Zürich, Schlyfi",
8591338,"Zürich, Schauenberg",
8591330,"Zürich, Saatlenstrasse",
8591833,"Unterengstringen, Sennenbüel",
8590831,"Unterengstringen, Aegelsee",
8587954,"Wald ZH, Jonatal",
8590866,"Wädenswil, Neudorf",
8590864,"Wädenswil, Meierhof-Rain",
8590863,"Wädenswil, Meierhof",
8581573,"Wädenswil, Hallenbad/Frohmatt",
8590860,"Wädenswil, Giessen",
8500850,"Bubendorf, Zentrum",
8589400,"Bubendorf, Industrie Süd",
8573240,"Rümlang, Riedmatt",
8573555,"Horgen, Bergli",
8595405,"Horgen, Aamüli",
8505746,"Mühlebach (Goms), Ernergalen",
8593487,"Les Granges (Salvan), bif.",
8588147,"Wolhusen, Spital",
8588144,"Wolhusen Weid, Bahnhof",WWBF
8591458,"Buchs SG, Kreuzgasse",
8595977,"Buchs SG, Distelweg",
8503094,Zürich Leimbach,ZLE
8500061,"Binningen, Bottmingermühle",
8502102,Oberentfelden,OEF
8508465,Ennetbürgen (See),ENNE
8516144,Zürich HB Löwenstrasse,ZLOE
8575014,"Uitikon Waldegg, Bahnhof",
8515760,Zürich Vorbahnhof Nord,ZVBN
8573252,"Stadel b. N., Musterplatz",
8593633,"La Chaux-de-F, Lycée-Blaise-C",
8570756,"Tripon, bisse du Torrent-Neuf",
8570759,Grand-Zour,
8570720,Godey,
8501760,Derborence,
8588690,"Hünenberg, Ehret",
8587973,"Erlenbach ZH, Im Vogelsang",
8591163,"Zürich, Goldackerweg",
8503198,"Esslingen, Bahnhof",
8507910,"Salvan, Van-d'en-Bas",
8593489,"Salvan, Le Carre",
8501536,"Finhaut, Le Léamon",
8506690,"Sirnach, Bad",
8519039,St. Gallen Winkeln FU,WKFU
8579888,"Mels, Schwarzackerstrasse",
8515488,Zürich Altstetten Süd (Abzw),ZASS
8515481,Thalwil Süd (Abzw),TWS
8515479,Tanklager O'fingen (Gleisende),TAOO
8573646,"Schmidrüti, Dorf",
8578802,"Eberswil, Abzw. Lütschwil",
8574884,"Passugg, Abzw. Grida",
8587684,"Männedorf, Asylstrasse",
8593440,"Oberwil b. Zug, Mülimatt",
8503185,"Oetwil am See, Willikon",
8590657,"Horgen, Risi/Dow",
8579190,"Horgen, Plattenhof",
8591154,"Zürich, Frymannstrasse",
8591153,"Zürich, Fronwald",
8591029,"Zollikerberg, Trichtenhauserm.",
8590485,"Adliswil, Tobelhof",
8591445,"Zürich, Zweiackerstrasse",
8504512,"Choëx, La Bâtarde",
8583750,"Muraz (Collombey), ch. Andains",
8584699,"Mühlebach (Goms), beim Kreuz",
8501566,Le Châtelard VS,CHGI
8580543,"Martigny-Bourg, Pl. St-Michel",
8590649,"Hinwil, Alpenblick",
8579712,"Schlatt ZH, Berg b.Waltenstein",
8504323,Les Eplatures,EPL
8593714,"La Chaux-de-Fonds,Combe-Perret",
8581068,"Vaumarcus, haut du village",
8582389,"Torgon, Planchamp",
8589422,"Liestal, Heidenloch",
8572229,"Liestal, Gestadeckplatz",
8572214,"Liestal, Burg",
8589418,"Lausen, Stutz",
8589417,"Lausen, Ronda",
8574400,"Triesen, Säga",
8591221,"Zürich, Kapfstrasse",
8591217,"Zürich, Kalchbühlweg",
8590237,"Fenkrieden, Kreuzstrasse",
8577109,"Kleinwangen, Ferren",
8502087,"Hohenrain, Post",
8503398,"Wernetshausen, Letten",
8590443,"Hinwil, Zürichstrasse",
8591088,"Zürich, Birchstrasse",
8591084,"Zürich, Binz Center",
8578320,"Liestal, Wasserturmplatz",
8509627,"Steg FL, Tunnel",
8509609,"Gaflei, Klinik",
8503159,"Bubikon, Ritterhaus",
8579038,"Choëx, anc. poste",
8583387,"Muraz (Collombey), Raffinerie",
8587469,"Rüthi (Rheintal), Dorf",RTHD
8503009,Zürich Wollishofen,ZWOL
8518776,Fronalp-Tunnel Brunnen (SZ),FNAT
8515177,Thalwil Nord (Abzw),TWNO
8502252,Oberwil bei Zug (See),
8506281,Waldstatt,WSTA
8506282,Zürchersmühle,ZUEM
8509681,Lenzerheide/Lai Canols,
8588313,Baltenswil,
8582263,"Aven, pl. St-Bernard",
8576653,"Mayens-de-Chamoson, Ravoire",
8591322,"Zürich, Röntgenstrasse",
8587347,"Zürich, Rote Fabrik",
8591326,"Zürich, Rotbuchstrasse",
8591214,"Zürich, In der Ey",
8590716,"Maur, See",
8590715,"Maur, Platten",
8587223,"Zihlschlacht, Oberdorf",
8580292,"Wädenswil, Ceder",
8591077,"Zürich, Besenrainstrasse",
8591075,"Zürich, Bertastrasse",
8590776,"Rüschlikon, Langhaldenstrasse",
8592410,"Schwyz, Grundstrasse",
8578617,"Sirnach, Breite",
8503031,"St. Margarethen TG, Dorf",
8578595,"Fischingen, Kloster",
8591846,"La Cibourg, village",
8503681,Zürich Wollishofen (See),
8505332,Zürich Tiefenbrunnen (See),
8595259,"Buchserberg, Berghaus",
8591463,"Buchs SG, Sternstrasse",
8591460,"Buchs SG, Röllweg",
8588220,"Buchs SG, Langäulistrasse",BUAE
8595976,"Räfis, Stationsstrasse",
8595256,"Buchserberg, Hölzig Alvier",
8579353,"Biel (Goms), Dorfplatz",
8501668,Biel (Goms),BIGO
8503024,Zürich Kollerwiese (Spw),ZKOL
8591897,"La Chaux-de-Fonds, Tourbillon",
8589090,"Fiesch, Moos",
8509782,"Flumserberg, Bergheim",
8579553,"Ettingen, Holle",
8582801,"Aesch BL, Sportanl Löhrenacker",
8506782,"Wolfhalden, Dorf",
8573625,"Weingarten-Kalthäusern,Dorfstr",
8582233,"Möhlin, Kleemattstrasse",
8572273,"Magden, Unterdorf",
8572244,"Magden, Schwimmbad",
8502294,"Unterägeri, Buechli",
8577110,"Kleinwangen, Schmiede",
8577084,"Kleinwangen, Post",
8576011,"Hinwil, Industriestrasse",
8502286,"Unterägeri, Zentrum",
8576059,"Uerikon, Moritzberg",
8503186,"Stäfa, Uelikon",
8577473,"Schwyz, Verkehrsamt",SZVA
8578588,"Ebnat, Kapplerhof",ETKH
8588798,"Wädenswil, Campus Reidbach",
8572217,"Seltisberg, Sonnenblick",
8501657,Gemmipass,
8503499,Zürich Central (Polybahn),
8504695,"Sarzens, village",
8570589,"Chessel, Grand-Bois",
8572506,"Lupfig, Dorfstrasse",
8570010,"Coinsins, Mimorey",
8515401,Gexi Ost (Abzw),GEXO
8502005,Nebikon,NEB
8572822,"Menznau, Twerenegg",
8519236,Tunnel de Nanchau,NANT
8594897,"Kreuzlingen, Felsenburg",
8594893,"Kreuzlingen, Burg",
8587850,"Madulain, vih",
8588805,"Samedan, Sper l'En",
8517155,Hendschiken Unterwerk,HDUW
8574946,"St. Moritz, Schulhausplatz",
8592244,"Echandens, Chocolatière",
8504678,"Pralong, (Val d'Hérémence)",
8585726,54 EP Faucherre Puidoux,
8586958,52 Garage Yverdon,
8578019,"Kestenholz, Kastanienbaum",
8595922,"Egerkingen, Bielgraben",
8519654,Poudeille,POU
8582987,"Kiental, Ramslauenen",
8515431,Solothurn West (Abzw),SWW
8580076,"Coldrerio, Colle degli Ulivi",
8519203,Oberalp West,OBWE
8583101,"Günsberg, Grüngli",
8500760,"Günsberg, Dorfplatz",
8572210,"Seewen SO, Zelgli",
8500580,"Bözberg, Vierlinden",
8501402,Bex,BEX
8592030,"Lausanne, Désert",
8571152,"Eisten, Zum Tann",
8505145,Ried UR (Spw),RIE
8516884,Inkwil Wolfachertunnel West,INKW
8519229,Oberbipp Weiche 21 (AnG),
8519227,Oberbipp Weiche 12 (AnG),
8570957,"St-Luc, Bella Tola",
8582944,"Sion, Dames blanches",
8571144,"Stalden VS, Pollern",
8571109,"Stalden VS, Merjen",
8592050,"Lausanne, gare",LSGA
8579923,"St. Niklaus VS, Meiggern",
8501989,Rittinen,
8589804,"Luzern, Kloster",
8593538,"Orsières, La Proz",
8579725,"Le Locle, Verger",
8591930,"Bussigny, Croix de Plan",
8590398,"Sumvitg-C., Bahnhof/Camping",
8530621,Le Pont (lac),
8593811,"Crissier, Couchant",
8575026,"Degen, Rumein",
8504698,Chesalles-sur-Moudon,
8591939,"Crissier, Zinguerie",
8501370,Glion,GLI
8507533,"Montricher,Fondation Michalski",
8570156,"La Coudre (L'Isle), village",
8516716,Brugg AG Unterwerk,BGUW
8530881,Furi (Trockener Steg),
8530214,Sunnegga (Talstation Blauherd),
8501791,"Zinal, centre",
8508882,"Pfaffnau, Post",PFPO
8509355,73 Garage Wölflinswil,
8501129,Renens VD Larges Pièces (embr),RELP
8584954,Essence EP Landi Payerne,
8531245,Plateau de Sorebois (Corne),
8519593,Hüswil West,HUSW
8530870,Cabane-des-Diabl. (Oldenegg),
8576350,"Krattigen, Kirche",
8582875,"Aeschiried, Staldeweid",
8519207,Göschenen MGB Gleisende,GOEE
8593981,"Vevey, Beau-Séjour",
8530221,Blauherd (Talst. Unterrothorn),
8504123,Corcelles-Nord,CN
8571193,"Saas-Grund, Altersheim",
8589809,"Luzern, Lützelmattstrasse",
8579480,"Ollon VS, bif.",
8570675,"Vollèges, centre",
8580818,"Sion, Clinique",
8570878,"Salins, village",
8570676,Cries,
