res_id,res_dt,train_nr,reserved,bp_from,bp_to,dep_soll
200262,22.08.21 19:05,1532,1,OEN,BI,22.08.21 19:14
200263,31.05.21 11:39,1533,1,OL,SG,22.08.21 18:59
200264,17.07.21 22:47,1533,2,BI,W,22.08.21 18:17
200265,10.08.21 16:49,1533,1,YV,BI,22.08.21 17:39
200266,21.08.21 16:38,1533,1,LS,BI,22.08.21 17:15
200267,22.08.21 15:03,1533,1,LS,BI,22.08.21 17:15
200268,17.07.21 22:51,1533,2,BI,ZUE,22.08.21 18:17
200269,21.08.21 16:30,1533,1,YV,W,22.08.21 17:39
200270,22.08.21 15:51,1533,1,LS,BI,22.08.21 17:15
200271,22.08.21 16:41,1533,1,LS,NE,22.08.21 17:15
200272,28.07.21 21:47,1533,2,LS,OL,22.08.21 17:15
200273,20.08.21 11:42,1533,1,LS,ZUE,22.08.21 17:15
200274,21.08.21 16:31,1533,1,YV,W,22.08.21 17:39
200275,22.08.21 16:44,1533,1,YV,NE,22.08.21 17:39
200276,22.08.21 16:45,1533,1,YV,BI,22.08.21 17:39
200277,22.08.21 18:05,1533,1,SO,ZUE,22.08.21 18:35
200278,22.08.21 15:39,1534,1,BI,LS,22.08.21 20:45
200279,22.08.21 17:06,1534,1,ZUE,OL,22.08.21 19:30
200280,22.08.21 17:32,1534,1,ZUE,LS,22.08.21 19:30
200281,22.08.21 18:46,1534,1,ZUE,OL,22.08.21 19:30
200282,22.08.21 19:18,1534,1,NE,LS,22.08.21 21:03
200283,22.08.21 19:16,1534,1,ZUE,OL,22.08.21 19:30
200284,21.08.21 16:39,1535,1,LS,BI,22.08.21 18:15
200285,22.08.21 18:09,1535,1,LS,ZUE,22.08.21 18:15
200286,22.08.21 18:09,1535,1,YV,NE,22.08.21 18:39
200287,22.08.21 19:14,1536,1,ZUE,BI,22.08.21 20:30
200288,22.08.21 20:57,1536,1,BI,LS,22.08.21 21:45
200289,22.08.21 22:07,1536,1,BI,LS,22.08.21 21:45
200290,17.08.21 19:47,1537,2,LS,ZUE,22.08.21 19:15
200291,22.08.21 18:56,1537,1,LS,OL,22.08.21 19:15
200292,22.08.21 20:14,1537,1,OL,ZUE,22.08.21 20:59
200293,22.08.21 20:35,1537,1,OL,ZUE,22.08.21 20:59
200294,22.08.21 19:31,1539,1,LS,OL,22.08.21 20:15
200295,22.08.21 19:43,1539,1,LS,OL,22.08.21 20:15
200296,22.08.21 20:00,1539,1,LS,OL,22.08.21 20:15
200297,20.08.21 14:25,1541,1,LS,OL,22.08.21 21:15
200298,22.08.21 20:28,1541,1,LS,OL,22.08.21 21:15
200299,22.08.21 21:08,1541,1,LS,YV,22.08.21 21:15
200300,07.08.21 14:45,1608,1,BS,BI,22.08.21 06:03
200301,21.08.21 16:01,1609,1,BI,BS,22.08.21 06:49
200302,18.08.21 10:56,1611,1,BI,DMT,22.08.21 07:49
200303,18.08.21 10:57,1611,1,BI,DMT,22.08.21 07:49
200304,15.07.21 08:35,1612,2,BS,BI,22.08.21 08:03
200305,21.08.21 09:44,1612,2,BS,BI,22.08.21 08:03
200306,20.08.21 23:39,1614,1,BS,BI,22.08.21 09:03
200307,22.08.21 08:01,1614,2,BS,BI,22.08.21 09:03
200308,22.08.21 08:51,1614,1,BS,BI,22.08.21 09:03
200309,21.08.21 23:42,1615,1,BI,DMT,22.08.21 09:49
200310,22.08.21 08:58,1616,1,BS,DMT,22.08.21 10:03
200311,22.08.21 09:07,1616,1,BS,DMT,22.08.21 10:03
200312,22.08.21 09:07,1616,1,BS,DMT,22.08.21 10:03
200313,21.08.21 19:52,1617,2,BI,BS,22.08.21 10:49
200314,22.08.21 11:11,1621,1,BI,BS,22.08.21 12:49
200315,22.08.21 12:39,1622,1,BS,DMT,22.08.21 13:03
200316,22.08.21 12:40,1622,1,BS,DMT,22.08.21 13:03
200317,22.08.21 14:22,1624,2,LFN,BI,22.08.21 14:21
200318,22.08.21 12:46,1625,1,BI,BS,22.08.21 14:49
200319,22.08.21 12:47,1625,1,BI,BS,22.08.21 14:49
200320,22.08.21 14:34,1625,2,BI,BS,22.08.21 14:49
200321,22.08.21 14:37,1626,1,LFN,BI,22.08.21 15:21
200322,20.08.21 23:45,1627,1,BI,BS,22.08.21 15:49
200323,22.08.21 14:30,1627,1,MOU,DMT,22.08.21 16:09
200324,22.08.21 15:32,1627,1,BI,BS,22.08.21 15:49
200325,17.08.21 23:03,1628,2,BS,BI,22.08.21 16:03
200326,22.08.21 13:41,1628,1,BS,BI,22.08.21 16:03
200327,22.08.21 15:54,1628,1,BS,BI,22.08.21 16:03
200328,22.08.21 16:19,1628,2,LFN,DMT,22.08.21 16:21
200329,22.08.21 16:37,1628,1,DMT,BI,22.08.21 16:42
200330,22.08.21 16:38,1628,1,DMT,BI,22.08.21 16:42
200331,03.08.21 18:21,1629,2,BI,BS,22.08.21 16:49
200332,21.08.21 14:23,1629,1,BI,BS,22.08.21 16:49
200333,21.08.21 14:23,1629,1,BI,BS,22.08.21 16:49
200334,22.08.21 13:38,1629,2,BI,BS,22.08.21 16:49
200335,18.08.21 18:23,1630,1,BS,BI,22.08.21 17:03
200336,18.08.21 18:27,1630,1,BS,BI,22.08.21 17:03
200337,22.08.21 13:11,1631,1,BI,BS,22.08.21 17:49
200338,22.08.21 14:14,1631,1,BI,BS,22.08.21 17:49
200339,22.08.21 17:24,1631,1,DMT,BS,22.08.21 18:23
200340,22.08.21 17:11,1632,1,BS,BI,22.08.21 18:03
200341,22.08.21 17:51,1632,1,DMT,BI,22.08.21 18:42
200342,22.08.21 17:51,1632,1,BS,BI,22.08.21 18:03
200343,12.07.21 17:20,1633,3,BI,BS,22.08.21 18:49
200344,12.07.21 17:20,1633,2,BI,BS,22.08.21 18:49
200345,22.08.21 17:51,1633,1,MOU,LFN,22.08.21 19:09
200346,22.08.21 10:14,1634,1,BS,BI,22.08.21 19:03
200347,22.08.21 18:57,1634,1,BS,BI,22.08.21 19:03
200348,22.08.21 18:37,1635,2,BI,BS,22.08.21 19:49
200349,22.08.21 19:48,1635,1,BI,BS,22.08.21 19:49
200350,22.08.21 18:38,1635,2,BI,BS,22.08.21 19:49
200351,22.08.21 20:00,1639,2,BI,BS,22.08.21 21:49
200352,22.08.21 17:28,1640,1,BS,BI,22.08.21 22:03
200366,23.08.21 06:38,504,1,MOR,GE,23.08.21 06:18
200367,19.08.21 16:40,507,1,AA,ZUE,23.08.21 06:31
200368,22.08.21 19:59,507,1,SO,ZUE,23.08.21 06:01
200369,23.08.21 05:08,507,1,BI,OL,23.08.21 05:43
200370,23.08.21 06:26,508,1,OL,SO,23.08.21 06:41
200371,23.08.21 06:51,508,1,NE,GE,23.08.21 07:34
200372,22.08.21 20:24,509,1,BI,OL,23.08.21 06:44
200373,22.08.21 21:43,509,1,BI,ZUE,23.08.21 06:44
200374,23.08.21 05:51,509,1,YV,ZUE,23.08.21 06:07
200375,23.08.21 06:23,509,1,NE,BI,23.08.21 06:27
200376,21.08.21 16:28,509,2,AA,ZUE,23.08.21 07:31
200377,23.08.21 06:30,509,1,SO,AA,23.08.21 07:02
200378,04.08.21 07:51,510,1,ZUE,MOR,23.08.21 07:04
200379,22.08.21 19:38,510,1,BI,YV,23.08.21 08:16
200380,23.08.21 06:45,510,1,ZUE,AA,23.08.21 07:04
200381,23.08.21 06:49,510,1,AA,SO,23.08.21 07:30
200382,20.08.21 16:26,511,1,YV,BI,23.08.21 07:07
200383,23.08.21 07:04,511,1,YV,ZUE,23.08.21 07:07
200384,23.08.21 07:09,511,1,SO,OL,23.08.21 08:01
200385,23.08.21 07:12,511,1,SO,OL,23.08.21 08:01
200386,22.08.21 21:19,512,1,BI,YV,23.08.21 09:16
200387,22.08.21 23:46,512,1,OL,BI,23.08.21 08:41
200388,23.08.21 08:39,512,1,OL,SO,23.08.21 08:41
200389,23.08.21 09:13,512,1,BI,GEAP,23.08.21 09:16
200390,21.08.21 17:14,512,2,ZUE,GE,23.08.21 08:04
200391,21.08.21 17:20,512,2,ZUE,GE,23.08.21 08:04
200392,20.08.21 16:56,513,2,AA,ZUE,23.08.21 09:31
200393,21.08.21 11:03,513,1,MOR,BI,23.08.21 07:42
200394,21.08.21 11:04,513,1,MOR,BI,23.08.21 07:42
200395,22.08.21 15:58,513,1,ZUE,W,23.08.21 10:03
200396,09.08.21 14:57,514,1,ZUE,NE,23.08.21 09:04
200397,21.08.21 13:35,514,2,BI,GE,23.08.21 10:16
200398,22.08.21 22:20,514,1,ZUE,BI,23.08.21 09:04
200399,16.08.21 11:00,514,3,BI,MOR,23.08.21 10:16
200400,22.08.21 15:21,514,3,ZUE,SO,23.08.21 09:04
200401,23.08.21 10:03,515,1,OL,ZUE,23.08.21 10:20
200402,21.08.21 11:07,516,1,SG,NE,23.08.21 08:58
200403,21.08.21 11:11,516,1,SG,NE,23.08.21 08:58
200404,23.08.21 09:11,516,1,ZFH,ZUE,23.08.21 09:48
200405,23.08.21 10:20,516,1,NE,GE,23.08.21 11:34
200406,23.08.21 08:26,517,1,MOR,ZUE,23.08.21 09:42
200407,23.08.21 09:19,517,1,MOR,YV,23.08.21 09:42
200408,23.08.21 10:04,517,1,BI,ZUE,23.08.21 10:46
200409,22.08.21 13:25,518,2,BI,GE,23.08.21 12:16
200410,22.08.21 16:47,518,1,ZUE,GE,23.08.21 11:04
200411,23.08.21 10:49,520,1,W,GE,23.08.21 11:33
200412,23.08.21 10:50,520,1,W,GE,23.08.21 11:33
200413,23.08.21 10:51,520,1,SG,W,23.08.21 10:58
200414,23.08.21 10:57,520,1,NE,GE,23.08.21 13:34
200415,23.08.21 12:36,520,2,NE,MOR,23.08.21 13:34
200416,23.08.21 13:10,520,1,BI,YV,23.08.21 13:16
200417,24.06.21 15:49,521,2,GE,OL,23.08.21 11:15
200418,04.08.21 15:40,521,2,GE,OL,23.08.21 11:15
200419,18.08.21 17:21,522,2,ZUE,GE,23.08.21 13:04
200420,20.08.21 17:41,522,1,NE,GE,23.08.21 14:34
200421,23.08.21 12:55,522,1,OL,SO,23.08.21 13:41
200422,22.08.21 18:49,522,2,ZUE,GE,23.08.21 13:04
200423,22.08.21 18:54,522,1,ZUE,GE,23.08.21 13:04
200424,22.08.21 19:22,522,1,ZUE,GE,23.08.21 13:04
200425,23.08.21 12:29,522,2,NE,GE,23.08.21 14:34
200426,22.08.21 21:23,523,1,GE,ZUE,23.08.21 12:15
200427,23.08.21 12:30,523,1,MOR,NE,23.08.21 12:42
200428,23.08.21 13:00,523,1,YV,NE,23.08.21 13:07
200429,27.07.21 16:42,524,1,OL,GE,23.08.21 14:41
200430,19.08.21 21:18,524,1,NE,GE,23.08.21 15:34
200431,20.08.21 08:56,524,1,ZUE,BI,23.08.21 14:04
200432,20.08.21 08:56,524,1,ZUE,BI,23.08.21 14:04
200433,21.08.21 15:37,524,1,YV,GE,23.08.21 15:54
200434,23.08.21 13:48,524,1,BI,YV,23.08.21 15:16
200435,21.08.21 15:41,524,1,YV,GE,23.08.21 15:54
200436,23.08.21 13:56,524,1,BI,YV,23.08.21 15:16
200437,23.08.21 14:13,524,2,BI,GE,23.08.21 15:16
200438,23.08.21 14:25,525,2,BI,AA,23.08.21 14:46
200439,23.08.21 14:30,525,1,AA,ZFH,23.08.21 15:31
200440,25.05.21 19:28,526,1,BI,GE,23.08.21 16:16
200441,23.08.21 12:57,526,1,OL,BI,23.08.21 15:41
200442,23.08.21 13:55,526,1,SG,ZUE,23.08.21 13:58
200443,23.08.21 15:40,526,1,SO,BI,23.08.21 15:58
200444,23.08.21 16:57,526,1,MOR,GE,23.08.21 17:18
200445,23.08.21 07:45,527,1,GE,ZUE,23.08.21 14:15
200446,23.08.21 07:47,527,1,GE,ZUE,23.08.21 14:15
200447,22.08.21 17:42,528,2,ZUE,GE,23.08.21 16:04
200448,23.08.21 16:33,528,1,BI,NE,23.08.21 17:16
200449,23.08.21 17:40,528,1,MOR,GE,23.08.21 18:18
200450,27.07.21 16:39,528,2,ZUE,GE,23.08.21 16:04
200451,23.08.21 16:58,528,1,SO,YV,23.08.21 16:58
200452,22.08.21 17:45,530,2,ZUE,GE,23.08.21 17:04
200453,23.08.21 16:39,530,1,ZUE,BI,23.08.21 17:04
200454,23.08.21 16:14,530,2,AA,YV,23.08.21 17:30
200455,23.08.21 17:28,530,1,AA,OL,23.08.21 17:30
200456,23.08.21 15:51,531,1,GE,BI,23.08.21 16:15
200457,23.08.21 20:10,532,1,MOR,GE,23.08.21 20:18
200458,23.08.21 17:04,533,1,GE,W,23.08.21 17:15
200459,23.08.21 17:11,533,1,GE,SG,23.08.21 17:15
200460,23.08.21 12:18,535,1,BI,ZUE,23.08.21 19:46
200461,23.08.21 16:34,535,1,GE,BI,23.08.21 18:15
200462,23.08.21 17:34,535,1,GE,ZUE,23.08.21 18:15
200463,23.08.21 17:33,537,1,GE,NE,23.08.21 19:15
200464,23.08.21 17:56,537,2,GE,BI,23.08.21 19:15
200465,23.08.21 19:46,537,1,BI,ZUE,23.08.21 20:46
200466,23.08.21 18:52,537,1,GE,BI,23.08.21 19:15
200467,23.08.21 19:34,537,1,YV,ZUE,23.08.21 20:07
200468,23.08.21 19:35,537,1,YV,ZUE,23.08.21 20:07
200469,23.08.21 19:40,537,1,MOR,NE,23.08.21 19:42
200470,23.08.21 20:45,539,1,YV,NE,23.08.21 21:07
200471,23.08.21 22:28,539,1,AA,ZUE,23.08.21 22:31
200472,23.08.21 23:03,540,1,NE,LS,23.08.21 23:34
200473,23.08.21 21:46,541,1,YV,AA,23.08.21 22:07
200474,22.08.21 18:15,659,1,LZ,LG,23.08.21 06:19
200475,21.08.21 11:22,663,1,BS,FL,23.08.21 07:03
200476,22.08.21 22:44,663,1,GD,BEL,23.08.21 08:49
200477,23.08.21 06:43,663,1,GD,BEL,23.08.21 08:49
200483,19.08.21 14:26,667,2,BS,BEL,23.08.21 09:03
200484,20.08.21 20:02,667,1,OL,LG,23.08.21 09:30
200485,22.08.21 19:22,667,1,LZ,BEL,23.08.21 10:19
200486,22.08.21 19:22,667,1,LZ,BEL,23.08.21 10:19
200487,23.08.21 09:11,667,1,GD,BEL,23.08.21 10:49
200488,23.08.21 09:38,667,1,GD,BEL,23.08.21 10:49
200489,25.06.21 11:14,668,2,LG,OL,23.08.21 08:02
200490,21.08.21 09:57,668,1,BEL,GD,23.08.21 08:18
200491,09.08.21 12:24,675,2,LZ,LG,23.08.21 14:19
200492,23.08.21 07:39,675,2,LZ,BEL,23.08.21 14:19
200493,23.08.21 13:19,675,1,BEL,LG,23.08.21 15:44
200494,22.08.21 18:20,680,1,LG,LZ,23.08.21 14:02
200495,22.08.21 22:05,680,1,BEL,BS,23.08.21 14:18
200496,23.08.21 14:06,680,1,LG,BS,23.08.21 14:02
200497,23.08.21 14:07,680,1,LG,BS,23.08.21 14:02
200498,23.08.21 17:35,683,1,GD,BEL,23.08.21 18:49
200499,23.08.21 17:38,683,1,GD,BEL,23.08.21 18:49
200500,23.08.21 17:41,683,1,GD,BEL,23.08.21 18:49
200501,23.08.21 17:42,683,1,GD,BEL,23.08.21 18:49
200502,23.08.21 16:08,684,1,BEL,LZ,23.08.21 16:18
200503,23.08.21 16:09,684,1,BEL,LZ,23.08.21 16:18
200504,23.08.21 16:09,684,1,BEL,OL,23.08.21 16:18
200505,23.08.21 16:09,684,1,BEL,OL,23.08.21 16:18
200506,23.08.21 16:09,684,1,BEL,OL,23.08.21 16:18
200507,23.08.21 16:10,684,1,BEL,OL,23.08.21 16:18
200508,22.08.21 18:50,684,1,BEL,BS,23.08.21 16:18
200509,23.08.21 14:53,684,1,LG,LZ,23.08.21 16:02
200510,23.08.21 17:41,684,1,LZ,OL,23.08.21 17:54
200511,23.08.21 15:17,684,1,GD,OL,23.08.21 17:15
200512,23.08.21 15:22,684,1,GD,OL,23.08.21 17:15
200513,23.08.21 16:14,684,1,BEL,LZ,23.08.21 16:18
200514,23.08.21 15:21,684,2,GD,OL,23.08.21 17:15
200515,20.08.21 05:54,691,1,LZ,LG,23.08.21 22:19
200516,22.08.21 22:34,692,1,LG,GD,23.08.21 20:02
200517,23.08.21 17:13,692,1,BEL,GD,23.08.21 20:18
200518,23.08.21 18:59,692,1,BEL,LZ,23.08.21 20:18
200519,23.08.21 19:23,692,2,BEL,GD,23.08.21 20:18
200520,22.08.21 22:48,861,1,ZG,BEL,23.08.21 07:30
200521,22.08.21 22:02,862,1,ZG,ZUE,23.08.21 06:32
200522,23.08.21 06:13,862,1,GD,ZUE,23.08.21 06:15
200523,22.08.21 23:47,865,1,ZUE,BEL,23.08.21 09:05
200524,23.08.21 08:25,865,1,ZUE,BEL,23.08.21 09:05
200525,11.08.21 13:29,865,1,ZUE,BEL,23.08.21 09:05
200526,22.08.21 13:27,865,1,ZUE,LG,23.08.21 09:05
200527,21.08.21 11:49,865,2,ZUE,BEL,23.08.21 09:05
200528,22.08.21 13:28,865,1,ZUE,LG,23.08.21 09:05
200529,22.08.21 13:49,865,1,GD,LG,23.08.21 09:49
200530,22.08.21 21:00,869,1,GD,BEL,23.08.21 11:49
200531,23.08.21 10:46,869,1,ZUE,BEL,23.08.21 11:05
200532,26.06.21 12:35,870,2,LG,ZUE,23.08.21 09:02
200533,03.08.21 12:36,870,1,BEL,GD,23.08.21 09:18
200534,02.08.21 21:00,870,2,BEL,GD,23.08.21 09:18
200535,31.07.21 15:53,873,1,ZUE,BEL,23.08.21 13:05
200536,21.08.21 13:35,873,2,ZUE,LG,23.08.21 13:05
200537,20.08.21 19:29,874,1,BEL,GD,23.08.21 11:18
200538,20.08.21 19:31,874,1,BEL,GD,23.08.21 11:18
200539,22.08.21 18:54,874,1,BEL,ZUE,23.08.21 11:18
200540,22.08.21 18:49,874,2,BEL,ZUE,23.08.21 11:18
200541,22.08.21 19:22,874,1,LG,ZUE,23.08.21 11:02
200542,23.08.21 13:56,877,2,GD,BEL,23.08.21 15:49
200543,23.08.21 12:57,878,1,LG,GD,23.08.21 13:02
200544,23.08.21 13:24,878,2,GD,ZG,23.08.21 14:15
200545,23.08.21 14:15,878,1,GD,ZUE,23.08.21 14:15
200546,23.08.21 14:19,878,1,ZG,ZUE,23.08.21 14:32
200547,22.08.21 19:43,881,2,ZUE,BEL,23.08.21 17:05
200548,15.08.21 13:50,882,1,LG,ZUE,23.08.21 15:02
200549,23.08.21 14:33,882,1,LG,ZUE,23.08.21 15:02
200550,23.08.21 14:41,882,1,LG,ZUE,23.08.21 15:02
200551,23.08.21 14:54,882,1,LG,ZUE,23.08.21 15:02
200552,23.08.21 16:24,886,1,BEL,ZUE,23.08.21 17:18
200553,23.08.21 17:51,886,1,GD,ZG,23.08.21 18:15
200554,19.08.21 22:51,890,1,BEL,GD,23.08.21 19:18
200555,22.08.21 22:29,890,1,LG,ZUE,23.08.21 19:02
200556,23.08.21 16:52,890,1,BEL,ZG,23.08.21 19:18
200557,23.08.21 19:34,890,1,GD,ZUE,23.08.21 20:15
200558,22.08.21 18:18,1506,1,BI,NE,23.08.21 06:45
200559,23.08.21 06:59,1506,1,NE,LS,23.08.21 07:03
200560,23.08.21 07:00,1506,1,NE,LS,23.08.21 07:03
200561,23.08.21 07:27,1508,1,NE,LS,23.08.21 08:03
200562,21.08.21 22:00,1510,1,SO,BI,23.08.21 08:26
200563,22.08.21 11:01,1510,1,SG,NE,23.08.21 06:28
200564,23.08.21 07:58,1510,1,OL,SO,23.08.21 08:02
200565,22.08.21 17:45,1510,2,ZUE,LS,23.08.21 07:30
200566,22.08.21 09:59,1511,1,SO,W,23.08.21 07:35
200567,22.08.21 09:59,1511,1,SO,W,23.08.21 07:35
200568,23.08.21 06:07,1511,1,LS,YV,23.08.21 06:15
200569,23.08.21 07:29,1511,1,GS,OL,23.08.21 07:26
200570,22.08.21 23:27,1511,2,OL,ZUE,23.08.21 07:59
200571,22.08.21 07:07,1512,1,OEN,LS,23.08.21 09:14
200572,22.08.21 07:08,1512,1,OEN,LS,23.08.21 09:14
200573,22.08.21 19:02,1512,1,W,BI,23.08.21 08:03
200574,23.08.21 08:46,1512,1,OL,OEN,23.08.21 09:02
200575,23.08.21 08:47,1512,1,OL,OEN,23.08.21 09:02
200576,22.08.21 15:10,1512,1,ZUE,BI,23.08.21 08:30
200577,22.08.21 19:02,1512,1,W,BI,23.08.21 08:03
200578,23.08.21 06:38,1512,1,ZUE,BI,23.08.21 08:30
200579,22.08.21 20:32,1512,2,W,BI,23.08.21 08:03
200580,23.08.21 08:36,1512,1,SO,BI,23.08.21 09:26
200581,15.08.21 17:10,1513,1,BI,ZUE,23.08.21 08:17
200582,15.08.21 17:11,1513,1,BI,ZUE,23.08.21 08:17
200583,21.08.21 14:57,1513,1,BI,OEN,23.08.21 08:17
200584,22.08.21 16:24,1513,1,OL,ZUE,23.08.21 08:59
200585,23.08.21 07:02,1513,1,YV,NE,23.08.21 07:39
200586,23.08.21 07:03,1513,1,LS,YV,23.08.21 07:15
200587,22.08.21 21:13,1513,1,BI,ZUE,23.08.21 08:17
200588,23.08.21 06:11,1513,1,BI,OEN,23.08.21 08:17
200589,21.07.21 13:21,1514,2,ZUE,LS,23.08.21 09:30
200590,23.08.21 10:23,1514,1,SO,BI,23.08.21 10:26
200591,21.07.21 13:35,1514,2,ZUE,LS,23.08.21 09:30
200592,23.08.21 08:29,1515,1,OL,ZUE,23.08.21 09:59
200593,23.08.21 10:14,1515,1,BI,ZUE,23.08.21 09:17
200594,23.08.21 11:20,1516,1,NE,LS,23.08.21 12:03
200595,21.08.21 13:54,1517,2,OL,ZFH,23.08.21 10:59
200596,23.08.21 09:44,1517,1,W,SG,23.08.21 11:59
200597,23.08.21 10:30,1517,1,OL,ZUE,23.08.21 10:59
200598,23.08.21 08:13,1517,2,SO,ZUE,23.08.21 10:35
200599,23.08.21 11:29,1518,2,OL,LS,23.08.21 12:02
200600,23.08.21 09:59,1520,2,W,NE,23.08.21 12:03
200601,23.08.21 13:52,1520,1,BI,LS,23.08.21 13:45
200602,21.08.21 10:53,1521,2,LS,SG,23.08.21 11:15
200603,23.08.21 10:44,1521,1,LS,NE,23.08.21 11:15
200604,23.08.21 11:26,1521,1,YV,ZUE,23.08.21 11:39
200605,23.08.21 11:26,1521,1,YV,ZUE,23.08.21 11:39
200606,23.08.21 14:08,1522,1,OEN,BI,23.08.21 14:14
200607,23.08.21 14:09,1522,1,OEN,BI,23.08.21 14:14
200608,23.08.21 10:45,1523,1,LS,NE,23.08.21 12:15
200609,23.08.21 11:33,1523,1,LS,BI,23.08.21 12:15
200610,23.08.21 12:17,1523,1,NE,ZUE,23.08.21 12:59
200611,23.08.21 12:17,1523,1,NE,ZUE,23.08.21 12:59
200612,23.08.21 12:27,1523,1,YV,SO,23.08.21 12:39
200613,23.08.21 15:07,1524,1,SO,NE,23.08.21 15:26
200614,20.08.21 22:06,1525,1,ZUE,SG,23.08.21 15:33
200615,23.08.21 11:27,1525,1,GS,SG,23.08.21 14:26
200616,22.08.21 19:04,1526,1,BI,NE,23.08.21 16:45
200617,23.08.21 09:03,1526,1,BI,LS,23.08.21 16:45
200618,23.08.21 17:24,1526,1,YV,LS,23.08.21 17:22
200621,23.08.21 16:41,1528,1,BI,LS,23.08.21 17:45
200622,23.08.21 17:40,1528,1,BI,NE,23.08.21 17:45
200623,23.08.21 15:08,1529,1,BI,ZUE,23.08.21 16:17
200624,23.08.21 15:08,1529,1,BI,ZUE,23.08.21 16:17
200625,23.08.21 16:22,1529,1,GS,SG,23.08.21 16:26
200626,23.08.21 15:53,1529,2,BI,OL,23.08.21 16:17
200627,23.08.21 15:19,1530,1,SG,YV,23.08.21 16:28
200628,23.08.21 15:19,1530,1,SG,YV,23.08.21 16:28
200629,23.08.21 16:09,1530,1,SG,W,23.08.21 16:28
200630,23.08.21 17:34,1530,1,OL,OEN,23.08.21 18:02
200631,23.08.21 16:33,1531,1,YV,BI,23.08.21 16:39
200632,04.08.21 17:13,1532,2,SG,SO,23.08.21 17:28
200633,23.08.21 15:23,1532,1,ZUE,SO,23.08.21 18:30
200634,23.08.21 17:20,1532,1,SG,ZUE,23.08.21 17:28
200635,23.08.21 19:30,1532,1,BI,LS,23.08.21 19:45
200636,23.08.21 15:25,1532,1,ZUE,SO,23.08.21 18:30
200637,23.08.21 17:50,1532,2,ZFH,LS,23.08.21 18:18
200638,23.08.21 15:47,1533,1,LS,NE,23.08.21 17:15
200639,23.08.21 15:47,1533,1,LS,NE,23.08.21 17:15
200640,23.08.21 16:15,1533,1,LS,SG,23.08.21 17:15
200641,23.08.21 16:54,1533,1,LS,NE,23.08.21 17:15
200642,23.08.21 17:33,1534,1,SG,SO,23.08.21 18:28
200643,23.08.21 17:33,1534,1,SG,SO,23.08.21 18:28
200644,23.08.21 20:56,1534,1,NE,LS,23.08.21 21:03
200645,23.08.21 19:01,1535,1,BI,OL,23.08.21 19:17
200646,23.08.21 18:34,1536,1,SG,ZUE,23.08.21 19:28
200647,23.08.21 17:29,1537,2,LS,NE,23.08.21 19:15
200648,23.08.21 19:15,1537,1,LS,NE,23.08.21 19:15
200649,23.08.21 19:40,1537,1,NE,BI,23.08.21 19:59
200650,23.08.21 20:25,1537,1,OL,ZUE,23.08.21 20:59
200651,23.08.21 20:46,1541,1,LS,YV,23.08.21 21:15
200652,23.08.21 21:22,1541,1,NE,BI,23.08.21 21:59
200653,23.08.21 20:37,1543,1,LS,SO,23.08.21 22:15
200654,23.08.21 22:04,1543,1,LS,BI,23.08.21 22:15
200655,23.08.21 05:50,1606,1,MOU,GN,23.08.21 05:53
200656,23.08.21 06:36,1608,1,DMT,BI,23.08.21 06:42
200657,22.08.21 19:38,1610,1,LFN,BI,23.08.21 07:21
200658,23.08.21 06:45,1610,1,BS,DMT,23.08.21 07:03
200659,22.08.21 21:42,1611,1,BI,BS,23.08.21 07:49
200660,22.08.21 13:31,1612,1,BS,BI,23.08.21 08:03
200661,23.08.21 08:00,1612,1,BS,DMT,23.08.21 08:03
200662,23.08.21 08:35,1612,2,MOU,BI,23.08.21 08:53
200663,21.08.21 11:03,1613,1,BI,BS,23.08.21 08:49
200664,21.08.21 11:04,1613,1,BI,BS,23.08.21 08:49
200665,16.08.21 11:00,1614,3,BS,BI,23.08.21 09:03
200666,19.08.21 09:33,1614,2,BS,BI,23.08.21 09:03
200667,22.08.21 13:25,1618,2,BS,BI,23.08.21 11:03
200668,23.08.21 12:36,1621,2,BI,BS,23.08.21 12:49
200669,23.08.21 13:00,1621,1,MOU,DMT,23.08.21 13:09
200670,23.08.21 13:20,1623,1,BI,BS,23.08.21 13:49
200671,23.08.21 13:48,1624,1,LFN,BI,23.08.21 14:21
200672,23.08.21 14:13,1624,2,BS,BI,23.08.21 14:03
200673,25.05.21 19:28,1626,1,BS,BI,23.08.21 15:03
200674,23.08.21 15:42,1626,1,GN,BI,23.08.21 16:01
200675,23.08.21 16:08,1627,1,MOU,BS,23.08.21 16:09
200676,23.08.21 16:19,1629,1,MOU,BS,23.08.21 17:09
200677,23.08.21 17:15,1629,1,DMT,BS,23.08.21 17:23
200678,23.08.21 17:20,1629,1,DMT,BS,23.08.21 17:23
200679,23.08.21 16:20,1631,1,MOU,BS,23.08.21 18:09
200680,23.08.21 18:45,1633,1,BI,GN,23.08.21 18:49
200681,23.08.21 17:57,1637,2,BI,BS,23.08.21 20:49
200682,24.08.21 06:11,505,1,ZFH,W,24.08.21 06:14
200683,23.08.21 21:10,507,1,AA,ZUE,24.08.21 06:31
200684,23.08.21 22:21,509,1,LS,ZUE,24.08.21 05:43
200685,24.08.21 05:00,509,1,LS,BI,24.08.21 05:43
200686,23.08.21 19:37,510,1,OL,GE,24.08.21 07:41
200687,24.08.21 06:14,510,1,OL,SO,24.08.21 07:41
